Id;Project;MainFT;RelatedFT;Category
362;dony1990-ProsDesktop;javafx.fxml.Initializable#;javafx.beans.value.ChangeListener#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
363;dony1990-ProsDesktop;javafx.beans.value.ChangeListener#;javafx.scene.control.Tab#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
364;dony1990-ProsDesktop;javafx.fxml.Initializable#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
365;dony1990-ProsDesktop;javafx.fxml.Initializable#;javafx.scene.control.Button#;CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-
366;dony1990-ProsDesktop;javafx.fxml.Initializable#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
367;dony1990-ProsDesktop;javafx.fxml.Initializable#;javafx.scene.layout.Pane#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
368;dony1990-ProsDesktop;javafx.fxml.Initializable#;javafx.scene.control.Label#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-FIELD_DECLARATION-
369;dony1990-ProsDesktop;javafx.fxml.Initializable#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
370;dony1990-ProsDesktop;javafx.fxml.Initializable#;javafx.beans.value.ChangeListener#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
371;Totenfluch-TPrivateChat-Client;javafx.event.EventHandler#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
372;Totenfluch-TPrivateChat-Client;javafx.application.Application#;javafx.beans.value.ChangeListener#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
373;Totenfluch-TPrivateChat-Client;javafx.application.Application#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
374;Totenfluch-TPrivateChat-Client;javafx.application.Application#;javafx.util.Callback#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
375;Totenfluch-TPrivateChat-Client;javafx.application.Application#;javafx.scene.control.ListCell#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
376;Totenfluch-TPrivateChat-Client;javafx.application.Application#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
377;Totenfluch-TPrivateChat-Client;javafx.util.Callback#;javafx.scene.control.ListCell#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
378;greenkeeper-LineCounter;javafx.application.Application#;javafx.scene.layout.VBox#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
379;greenkeeper-LineCounter;javafx.scene.layout.VBox#;javafx.scene.layout.AnchorPane#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
380;Ollowayne-dalekPTT;javafx.event.EventHandler#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
381;Ollowayne-dalekPTT;javafx.scene.layout.Pane#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
382;Ollowayne-dalekPTT;javafx.scene.layout.Pane#;javafx.application.Application#;FIELD_DECLARATION-
383;Ollowayne-dalekPTT;javafx.scene.layout.Pane#;javafx.scene.layout.HBox#;CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-FIELD_DECLARATION-FIELD_DECLARATION-FIELD_DECLARATION-FIELD_DECLARATION-FIELD_DECLARATION-FIELD_DECLARATION-FIELD_DECLARATION-FIELD_DECLARATION-
384;Ollowayne-dalekPTT;javafx.scene.layout.Pane#;javafx.scene.layout.Pane#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
385;Ollowayne-dalekPTT;javafx.scene.layout.Pane#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
386;Ollowayne-dalekPTT;javafx.scene.layout.VBox#;javafx.application.Application#;CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-
387;Ollowayne-dalekPTT;javafx.scene.layout.VBox#;javafx.scene.layout.Pane#;CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-CLIENT_METHOD_DECLARATION-RETURN_TYPE-CLIENT_METHOD_DECLARATION-INSTANTIATION-FIELD_DECLARATION-
388;Ollowayne-dalekPTT;javafx.application.Application#;javafx.scene.layout.Pane#;CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-RETURN_TYPE-
389;Ollowayne-dalekPTT;javafx.application.Application#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
390;Ollowayne-dalekPTT;javafx.application.Application#;javafx.scene.layout.VBox#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-FIELD_DECLARATION-
391;Ollowayne-dalekPTT;javafx.application.Application#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
392;Ollowayne-dalekPTT;javafx.application.Application#;javafx.concurrent.Task#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-FIELD_DECLARATION-
393;Ollowayne-dalekPTT;javafx.application.Application#;javafx.scene.layout.Pane#;CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-
394;Ollowayne-dalekPTT;javafx.concurrent.Task#;javafx.application.Application#;CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-CLIENT_METHOD_DECLARATION-RETURN_TYPE-FIELD_DECLARATION-
395;Ollowayne-dalekPTT;javafx.scene.layout.Pane#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
396;Ollowayne-dalekPTT;javafx.scene.layout.Pane#;javafx.application.Application#;FIELD_DECLARATION-
397;Ollowayne-dalekPTT;javafx.scene.layout.Pane#;javafx.scene.layout.Pane#;CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-FIELD_DECLARATION-FIELD_DECLARATION-
398;Ollowayne-dalekPTT;javafx.scene.layout.Pane#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
399;Ollowayne-dalekPTT;javafx.scene.layout.Pane#;javafx.application.Application#;FIELD_DECLARATION-
400;Ollowayne-dalekPTT;javafx.scene.layout.Pane#;javafx.scene.layout.Pane#;CLIENT_METHOD_DECLARATION-INSTANTIATION-FIELD_DECLARATION-
401;tarchan-ClipFX;javafx.fxml.Initializable#;javafx.beans.value.ChangeListener#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
402;tarchan-ClipFX;javafx.fxml.Initializable#;javafx.beans.value.ChangeListener#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
403;tarchan-ClipFX;javafx.fxml.Initializable#;javafx.fxml.Initializable#;FIELD_DECLARATION-
404;tarchan-ClipFX;javafx.fxml.Initializable#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
405;amau-classifier;javafx.util.Callback#;javafx.scene.control.ListCell#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
406;amau-classifier;javafx.beans.value.ChangeListener#;javafx.beans.value.ChangeListener#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
407;amau-classifier;javafx.fxml.Initializable#;javafx.beans.value.ChangeListener#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
408;amau-classifier;javafx.fxml.Initializable#;javafx.beans.value.ChangeListener#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
409;servant79-KirtanLyricsIntegration;javafx.application.Application#;javafx.beans.value.ChangeListener#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
410;servant79-KirtanLyricsIntegration;javafx.application.Application#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
411;aglassman-java-design-pattern-examples;javafx.scene.layout.GridPane#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
412;aglassman-java-design-pattern-examples;javafx.application.Application#;javafx.scene.layout.GridPane#;CLIENT_METHOD_DECLARATION-INSTANTIATION-FIELD_DECLARATION-
413;aglassman-java-design-pattern-examples;javafx.application.Application#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
414;miya-masa-java-fx;javafx.fxml.Initializable#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
415;Quillraven-Legend-of-the-druids;javafx.application.Application#;javafx.animation.AnimationTimer#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-FIELD_DECLARATION-
416;yorlov-VirtualPointer;javafx.stage.Stage#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
417;yorlov-VirtualPointer;javafx.application.Application#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
418;yorlov-VirtualPointer;javafx.application.Application#;javafx.stage.Stage#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
419;pdehn-TankBot;javafx.application.Application#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
420;dimalev-bitmap-font-generator;javafx.fxml.Initializable#;javafx.scene.layout.VBox#;CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-
421;weltensturm-milca;javafx.scene.layout.Pane#javafx.fxml.Initializable#;javafx.application.Application#;CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-FIELD_DECLARATION-
422;weltensturm-milca;javafx.scene.layout.Pane#javafx.fxml.Initializable#;javafx.application.Application#;CLIENT_METHOD_DECLARATION-METHOD_CALL-CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-FIELD_DECLARATION-
423;Clerenz-MyImageBrowser;javafx.application.Application#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
424;aydex-TDT4100;javafx.scene.layout.Pane#javafx.event.EventHandler#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
425;aydex-TDT4100;javafx.scene.layout.Pane#javafx.event.EventHandler#;javafx.scene.shape.Polygon#;CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-
426;vholmer-VeryAccess;javafx.application.Application#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
427;vholmer-VeryAccess;javafx.application.Application#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
428;vholmer-VeryAccess;javafx.application.Application#;javafx.application.Application#;OVERRIDING_METHOD_DECLARATION-METHOD_CALL-OVERRIDING_METHOD_DECLARATION-INSTANTIATION-FIELD_DECLARATION-
429;ejdixon13-cs246;javafx.application.Application#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
430;rihani-PrayerTime;javafx.application.Application#;javafx.animation.AnimationTimer#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
431;ttitto-Java;javafx.application.Application#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
432;srikarr-Woot;javafx.application.Application#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
433;srikarr-Woot;javafx.event.EventHandler#;javafx.event.Event#;OVERRIDING_METHOD_DECLARATION-PARAMETER_DECLARATION-
434;mckinley-olsen-CS5200_Tanks;javafx.application.Application#javafx.event.EventHandler#;javafx.fxml.Initializable#;CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-CLIENT_METHOD_DECLARATION-RETURN_TYPE-FIELD_DECLARATION-
435;mckinley-olsen-CS5200_Tanks;javafx.application.Application#javafx.event.EventHandler#;javafx.fxml.Initializable#;CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-CLIENT_METHOD_DECLARATION-RETURN_TYPE-FIELD_DECLARATION-
436;mckinley-olsen-CS5200_Tanks;javafx.application.Application#javafx.event.EventHandler#;javafx.fxml.Initializable#;CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-CLIENT_METHOD_DECLARATION-RETURN_TYPE-FIELD_DECLARATION-
437;mckinley-olsen-CS5200_Tanks;javafx.application.Application#javafx.event.EventHandler#;javafx.fxml.Initializable#;CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-CLIENT_METHOD_DECLARATION-RETURN_TYPE-FIELD_DECLARATION-
438;sk44-javafx-gallery;javafx.fxml.Initializable#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
439;sk44-javafx-gallery;javafx.fxml.Initializable#;javafx.concurrent.Task#;CLIENT_METHOD_DECLARATION-INSTANTIATION-FIELD_DECLARATION-
440;vdrhtc-PhysicsTest;javafx.application.Application#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
441;abou0182-Java-projects;javafx.application.Application#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
442;a1153tm-FXProtoType;javafx.fxml.Initializable#;javafx.fxml.Initializable#;FIELD_DECLARATION-
443;a1153tm-FXProtoType;javafx.fxml.Initializable#;javafx.beans.value.ChangeListener#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
444;pedrodonte-genjeefx;javafx.scene.control.TableCell#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
445;pedrodonte-genjeefx;javafx.event.EventHandler#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
446;pedrodonte-genjeefx;javafx.scene.control.TabPane#;javafx.scene.layout.GridPane#;FIELD_DECLARATION-
447;pedrodonte-genjeefx;javafx.application.Application#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
448;pedrodonte-genjeefx;javafx.application.Application#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
449;pedrodonte-genjeefx;javafx.application.Application#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
450;pedrodonte-genjeefx;javafx.application.Application#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-
451;pedrodonte-genjeefx;javafx.application.Application#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
452;iloop-kiosk-KIOSK-Project;javafx.event.EventHandler#;javafx.scene.layout.Region#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
453;iloop-kiosk-KIOSK-Project;javafx.scene.layout.AnchorPane#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
454;iloop-kiosk-KIOSK-Project;javafx.event.EventHandler#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
455;iloop-kiosk-KIOSK-Project;javafx.scene.layout.Region#;javafx.fxml.Initializable#;FIELD_DECLARATION-
456;iloop-kiosk-KIOSK-Project;javafx.scene.layout.Region#;javafx.scene.Parent#;CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-
457;iloop-kiosk-KIOSK-Project;javafx.application.Application#;javafx.scene.layout.Region#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
458;iloop-kiosk-KIOSK-Project;javafx.application.Application#;javafx.scene.layout.Region#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
459;iloop-kiosk-KIOSK-Project;javafx.application.Application#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
460;iloop-kiosk-KIOSK-Project;javafx.application.Application#;javafx.scene.Parent#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-FIELD_DECLARATION-
461;iloop-kiosk-KIOSK-Project;javafx.fxml.Initializable#;javafx.scene.Parent#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
462;iloop-kiosk-KIOSK-Project;javafx.fxml.Initializable#;javafx.scene.layout.Region#;CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-FIELD_DECLARATION-
463;iloop-kiosk-KIOSK-Project;javafx.fxml.Initializable#;javafx.scene.layout.AnchorPane#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
464;iloop-kiosk-KIOSK-Project;javafx.fxml.Initializable#;javafx.scene.layout.AnchorPane#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
465;iloop-kiosk-KIOSK-Project;javafx.fxml.Initializable#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
466;iloop-kiosk-KIOSK-Project;javafx.fxml.Initializable#;javafx.scene.Parent#;CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-FIELD_DECLARATION-
467;iloop-kiosk-KIOSK-Project;javafx.fxml.Initializable#;javafx.scene.layout.Region#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-FIELD_DECLARATION-
468;Catuna-OsuExport;javafx.fxml.Initializable#;javafx.stage.Stage#;CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-
469;Catuna-OsuExport;javafx.fxml.Initializable#;javafx.util.Callback#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
470;bpaxson62-JavaFXPOS;javafx.fxml.Initializable#;javafx.application.Application#;CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-FIELD_DECLARATION-
471;bpaxson62-JavaFXPOS;javafx.fxml.Initializable#;javafx.beans.value.ChangeListener#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
472;bpaxson62-JavaFXPOS;javafx.fxml.Initializable#;javafx.application.Application#;CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-FIELD_DECLARATION-
473;bpaxson62-JavaFXPOS;javafx.fxml.Initializable#;javafx.application.Application#;CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-FIELD_DECLARATION-
474;bpaxson62-JavaFXPOS;javafx.scene.layout.AnchorPane#javafx.fxml.Initializable#;javafx.application.Application#;CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-FIELD_DECLARATION-
475;bpaxson62-JavaFXPOS;javafx.application.Application#;javafx.fxml.Initializable#;FIELD_DECLARATION-
476;bpaxson62-JavaFXPOS;javafx.fxml.Initializable#;javafx.application.Application#;CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-FIELD_DECLARATION-FIELD_DECLARATION-
477;bpaxson62-JavaFXPOS;javafx.fxml.Initializable#;javafx.application.Application#;CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-FIELD_DECLARATION-
478;bpaxson62-JavaFXPOS;javafx.fxml.Initializable#;javafx.application.Application#;CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-FIELD_DECLARATION-FIELD_DECLARATION-
479;bpaxson62-JavaFXPOS;javafx.fxml.Initializable#;javafx.beans.value.ChangeListener#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
480;bpaxson62-JavaFXPOS;javafx.fxml.Initializable#;javafx.application.Application#;CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-FIELD_DECLARATION-FIELD_DECLARATION-
481;bpaxson62-JavaFXPOS;javafx.scene.layout.AnchorPane#javafx.fxml.Initializable#;javafx.application.Application#;CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-FIELD_DECLARATION-
482;bpaxson62-JavaFXPOS;javafx.fxml.Initializable#;javafx.application.Application#;CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-FIELD_DECLARATION-FIELD_DECLARATION-
483;7thwheel-medaka-chan;javafx.event.EventHandler#;javafx.concurrent.Task#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
484;7thwheel-medaka-chan;javafx.fxml.Initializable#;javafx.scene.control.TextField#;FIELD_DECLARATION-
485;7thwheel-medaka-chan;javafx.fxml.Initializable#;javafx.beans.value.ChangeListener#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
486;7thwheel-medaka-chan;javafx.fxml.Initializable#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
487;7thwheel-medaka-chan;javafx.fxml.Initializable#;javafx.scene.control.ComboBox#;FIELD_DECLARATION-
488;7thwheel-medaka-chan;javafx.fxml.Initializable#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
489;7thwheel-medaka-chan;javafx.fxml.Initializable#;javafx.collections.ListChangeListener#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
490;7thwheel-medaka-chan;javafx.fxml.Initializable#;javafx.stage.Stage#;CLIENT_METHOD_DECLARATION-RETURN_TYPE-
491;7thwheel-medaka-chan;javafx.fxml.Initializable#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
492;7thwheel-medaka-chan;javafx.scene.control.ComboBox#;javafx.concurrent.Task#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
493;7thwheel-medaka-chan;javafx.scene.control.ComboBox#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
494;ranganathankm-blog;javafx.application.Application#;javafx.util.Callback#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
495;ranganathankm-blog;javafx.application.Application#;javafx.util.StringConverter#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
496;TobyRet-resizableKeyboard;javafx.scene.layout.VBox#;javafx.scene.control.Button#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
497;TobyRet-resizableKeyboard;javafx.application.Application#;javafx.scene.layout.VBox#;CLIENT_METHOD_DECLARATION-INSTANTIATION-FIELD_DECLARATION-
498;TobyRet-resizableKeyboard;javafx.scene.control.Button#;javafx.scene.layout.VBox#;FIELD_DECLARATION-
499;TobyRet-resizableKeyboard;javafx.scene.control.Button#;javafx.scene.layout.VBox#;FIELD_DECLARATION-
500;TobyRet-resizableKeyboard;javafx.scene.control.Button#;javafx.scene.layout.VBox#;FIELD_DECLARATION-
501;WebeWizard-PEP-Client;javafx.application.Application#;javafx.beans.value.ChangeListener#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
502;WebeWizard-PEP-Client;javafx.application.Application#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
503;PabloRieser-Librin-Aplicacion-Java;javafx.event.EventHandler#;javafx.application.Application#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
504;PabloRieser-Librin-Aplicacion-Java;javafx.application.Application#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
505;PabloRieser-Librin-Aplicacion-Java;javafx.application.Application#;javafx.application.Application#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
506;carljmosca-swingomatic;javafx.scene.control.TableCell#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
507;carljmosca-swingomatic;javafx.fxml.Initializable#;javafx.util.Callback#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
508;hock323-eventManager;javafx.util.Callback#;javafx.scene.control.TableCell#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
509;hock323-eventManager;javafx.util.Callback#;javafx.scene.control.TableCell#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
510;hock323-eventManager;javafx.scene.control.TableCell#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
511;hock323-eventManager;javafx.util.Callback#;javafx.scene.control.TableCell#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
512;hock323-eventManager;javafx.concurrent.Service#;javafx.concurrent.Task#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
513;hock323-eventManager;javafx.scene.control.TableCell#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
514;hock323-eventManager;javafx.util.Callback#;javafx.scene.control.TableCell#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
515;hock323-eventManager;javafx.fxml.Initializable#;javafx.util.Callback#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
516;hock323-eventManager;javafx.fxml.Initializable#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
517;hock323-eventManager;javafx.fxml.Initializable#;javafx.scene.control.ListCell#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
518;hock323-eventManager;javafx.fxml.Initializable#;javafx.beans.value.ChangeListener#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
519;hock323-eventManager;javafx.fxml.Initializable#;javafx.scene.control.TableCell#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
520;hock323-eventManager;javafx.fxml.Initializable#;javafx.fxml.Initializable#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
521;hock323-eventManager;javafx.scene.control.TableCell#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
522;hock323-eventManager;javafx.scene.control.TableCell#;javafx.beans.value.ChangeListener#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
523;hock323-eventManager;javafx.application.Application#;javafx.fxml.Initializable#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
524;hock323-eventManager;javafx.application.Application#;javafx.beans.value.ChangeListener#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
525;hock323-eventManager;javafx.application.Application#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
526;hock323-eventManager;javafx.event.EventHandler#;javafx.scene.control.TableCell#;OVERRIDING_METHOD_DECLARATION-METHOD_CALL-
527;hock323-eventManager;javafx.fxml.Initializable#;javafx.beans.value.ChangeListener#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
528;hock323-eventManager;javafx.fxml.Initializable#;javafx.beans.value.ChangeListener#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
529;hock323-eventManager;javafx.util.Callback#;javafx.scene.control.ListCell#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
530;hock323-eventManager;javafx.fxml.Initializable#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
531;hock323-eventManager;javafx.fxml.Initializable#;javafx.beans.value.ChangeListener#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
532;hock323-eventManager;javafx.fxml.Initializable#;javafx.fxml.Initializable#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
533;hock323-eventManager;javafx.event.EventHandler#;javafx.scene.control.TableCell#;OVERRIDING_METHOD_DECLARATION-METHOD_CALL-
