Id;Project;MainFT;RelatedFT;Category
750;nablex-jfx-control-date;javafx.scene.control.TextField#;javafx.beans.value.ChangeListener#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
751;alexei-yasko-PoissonDistributionDemo;javafx.scene.layout.VBox#javafx.fxml.Initializable#;javafx.beans.value.ChangeListener#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
752;alexei-yasko-PoissonDistributionDemo;javafx.scene.layout.VBox#javafx.fxml.Initializable#;javafx.scene.layout.VBox#javafx.fxml.Initializable#;FIELD_DECLARATION-
753;alexei-yasko-PoissonDistributionDemo;javafx.application.Application#;javafx.scene.layout.VBox#javafx.fxml.Initializable#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
754;abuczko-JFXDockManager;javafx.event.EventHandler#;javafx.event.Event#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
755;abuczko-JFXDockManager;javafx.beans.property.ObjectPropertyBase#;javafx.event.Event#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
756;abuczko-JFXDockManager;javafx.event.EventHandler#;javafx.event.Event#;OVERRIDING_METHOD_DECLARATION-PARAMETER_DECLARATION-
757;abuczko-JFXDockManager;javafx.beans.property.ObjectPropertyBase#;javafx.event.Event#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
758;abuczko-JFXDockManager;javafx.beans.property.ObjectPropertyBase#;javafx.event.Event#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
759;abuczko-JFXDockManager;javafx.event.EventTarget#;javafx.event.Event#;CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-
760;abuczko-JFXDockManager;javafx.event.EventTarget#;javafx.event.Event#;CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-
761;abuczko-JFXDockManager;javafx.event.EventTarget#;javafx.beans.property.StringPropertyBase#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
762;abuczko-JFXDockManager;javafx.event.EventTarget#;javafx.beans.property.DoublePropertyBase#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
763;abuczko-JFXDockManager;javafx.event.EventTarget#;javafx.beans.property.ObjectPropertyBase#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
764;abuczko-JFXDockManager;javafx.event.Event#;javafx.event.EventTarget#;CLIENT_METHOD_DECLARATION-RETURN_TYPE-FIELD_DECLARATION-
765;abuczko-JFXDockManager;javafx.scene.layout.GridPane#;javafx.scene.layout.BorderPane#;FIELD_DECLARATION-
766;abuczko-JFXDockManager;javafx.scene.layout.BorderPane#;javafx.scene.layout.GridPane#;FIELD_DECLARATION-
767;miho-SpringSimulator;javafx.application.Application#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
768;miho-SpringSimulator;javafx.application.Application#;javafx.animation.AnimationTimer#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
769;jesuino-crud-frameworks;javafx.fxml.Initializable#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
770;bianconejo-CEFX;javafx.scene.layout.AnchorPane#javafx.fxml.Initializable#;javafx.application.Application#;CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-FIELD_DECLARATION-
771;bianconejo-CEFX;javafx.scene.control.TableCell#;javafx.beans.value.ChangeListener#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
772;bianconejo-CEFX;javafx.fxml.Initializable#;javafx.beans.value.ChangeListener#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
773;bianconejo-CEFX;javafx.scene.control.TableCell#;javafx.beans.value.ChangeListener#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
774;bianconejo-CEFX;javafx.util.Callback#;javafx.beans.value.ChangeListener#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
775;bianconejo-CEFX;javafx.util.Callback#;javafx.scene.control.TableCell#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
776;bianconejo-CEFX;javafx.fxml.Initializable#;javafx.util.Callback#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
777;bianconejo-CEFX;javafx.fxml.Initializable#;javafx.beans.value.ChangeListener#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
778;bianconejo-CEFX;javafx.fxml.Initializable#;javafx.scene.control.TableCell#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
779;bianconejo-CEFX;javafx.fxml.Initializable#;javafx.collections.ListChangeListener#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
780;bianconejo-CEFX;javafx.fxml.Initializable#;javafx.util.Callback#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
781;bianconejo-CEFX;javafx.fxml.Initializable#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
782;bianconejo-CEFX;javafx.fxml.Initializable#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
783;bianconejo-CEFX;javafx.fxml.Initializable#;javafx.beans.value.ChangeListener#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
784;bianconejo-CEFX;javafx.fxml.Initializable#;javafx.application.Application#;CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-FIELD_DECLARATION-
785;bianconejo-CEFX;javafx.fxml.Initializable#;javafx.scene.control.TableCell#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
786;bianconejo-CEFX;javafx.fxml.Initializable#;javafx.beans.value.ChangeListener#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
787;bianconejo-CEFX;javafx.fxml.Initializable#;javafx.beans.value.ChangeListener#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
788;bianconejo-CEFX;javafx.util.Callback#;javafx.scene.control.TableCell#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
789;bianconejo-CEFX;javafx.event.EventHandler#;javafx.scene.control.TableCell#;OVERRIDING_METHOD_DECLARATION-METHOD_CALL-
790;bianconejo-CEFX;javafx.util.Callback#;javafx.scene.control.TableCell#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
791;bianconejo-CEFX;javafx.util.Callback#;javafx.scene.control.TableCell#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
792;bianconejo-CEFX;javafx.scene.control.TableCell#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
793;bianconejo-CEFX;javafx.scene.control.TableCell#;javafx.beans.value.ChangeListener#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
794;bianconejo-CEFX;javafx.util.Callback#;javafx.beans.value.ChangeListener#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
795;bianconejo-CEFX;javafx.util.Callback#;javafx.scene.control.TableCell#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
796;bianconejo-CEFX;javafx.util.Callback#;javafx.beans.value.ChangeListener#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
797;bianconejo-CEFX;javafx.util.Callback#;javafx.scene.control.TableCell#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
798;bianconejo-CEFX;javafx.util.Callback#;javafx.scene.control.TableCell#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
799;bianconejo-CEFX;javafx.fxml.Initializable#;javafx.beans.value.ChangeListener#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
800;bianconejo-CEFX;javafx.util.Callback#;javafx.scene.control.TableCell#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
801;bianconejo-CEFX;javafx.util.Callback#;javafx.scene.control.TableCell#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
802;bianconejo-CEFX;javafx.scene.control.TableCell#;javafx.beans.value.ChangeListener#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
803;bianconejo-CEFX;javafx.util.Callback#;javafx.scene.control.TableCell#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
804;bianconejo-CEFX;javafx.scene.control.TableCell#;javafx.beans.value.ChangeListener#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
805;bianconejo-CEFX;javafx.scene.control.TableCell#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
806;bianconejo-CEFX;javafx.scene.control.TableCell#;javafx.beans.value.ChangeListener#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
807;bianconejo-CEFX;javafx.util.Callback#;javafx.beans.value.ChangeListener#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
808;bianconejo-CEFX;javafx.util.Callback#;javafx.scene.control.TableCell#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
809;bianconejo-CEFX;javafx.util.Callback#;javafx.scene.control.TableCell#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
810;bianconejo-CEFX;javafx.util.Callback#;javafx.beans.value.ChangeListener#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
811;bianconejo-CEFX;javafx.util.Callback#;javafx.scene.control.TableCell#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
812;bianconejo-CEFX;javafx.util.Callback#;javafx.scene.control.TableCell#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
813;bianconejo-CEFX;javafx.util.Callback#;javafx.scene.control.TableCell#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
814;bianconejo-CEFX;javafx.util.Callback#;javafx.scene.control.TableCell#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
815;bianconejo-CEFX;javafx.util.Callback#;javafx.beans.value.ChangeListener#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
816;bianconejo-CEFX;javafx.util.Callback#;javafx.scene.control.TableCell#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
817;bianconejo-CEFX;javafx.util.Callback#;javafx.scene.control.TableCell#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
818;bianconejo-CEFX;javafx.scene.control.TableCell#;javafx.beans.value.ChangeListener#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
819;bianconejo-CEFX;javafx.scene.control.TableCell#;javafx.beans.value.ChangeListener#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
820;bianconejo-CEFX;javafx.scene.control.TableCell#;javafx.beans.value.ChangeListener#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
821;bianconejo-CEFX;javafx.util.Callback#;javafx.beans.value.ChangeListener#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
822;bianconejo-CEFX;javafx.util.Callback#;javafx.scene.control.TableCell#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
823;bianconejo-CEFX;javafx.util.Callback#;javafx.beans.value.ChangeListener#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
824;bianconejo-CEFX;javafx.util.Callback#;javafx.scene.control.TableCell#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
825;bianconejo-CEFX;javafx.scene.control.TableCell#;javafx.beans.value.ChangeListener#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
826;bianconejo-CEFX;javafx.application.Application#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
827;bianconejo-CEFX;javafx.scene.control.TableCell#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
828;sk44-javafx-mirroring-tool;javafx.application.Application#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
829;sk44-javafx-mirroring-tool;javafx.fxml.Initializable#;javafx.concurrent.Task#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
830;Ibot02-Quader;javafx.application.Application#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
831;miamidade-spook-detector;javafx.application.Application#;javafx.scene.layout.BorderPane#;CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-
832;miamidade-spook-detector;javafx.application.Application#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
833;miamidade-spook-detector;javafx.application.Application#;javafx.concurrent.Service#;CLIENT_METHOD_DECLARATION-INSTANTIATION-OVERRIDING_METHOD_DECLARATION-METHOD_CALL-FIELD_DECLARATION-
834;miamidade-spook-detector;javafx.application.Application#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
835;miamidade-spook-detector;javafx.application.Application#;javafx.scene.layout.BorderPane#;CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-RETURN_TYPE-CLIENT_METHOD_DECLARATION-RETURN_TYPE-FIELD_DECLARATION-
836;miamidade-spook-detector;javafx.scene.layout.BorderPane#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
837;miamidade-spook-detector;javafx.scene.layout.BorderPane#;javafx.beans.value.ChangeListener#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
838;miamidade-spook-detector;javafx.concurrent.Service#;javafx.scene.layout.BorderPane#;FIELD_DECLARATION-
839;miamidade-spook-detector;javafx.concurrent.Service#;javafx.concurrent.Task#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
840;Dieuken-rpg;javafx.scene.layout.BorderPane#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
841;Dieuken-rpg;javafx.scene.layout.BorderPane#;javafx.scene.layout.BorderPane#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
842;Dieuken-rpg;javafx.scene.layout.BorderPane#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
843;Dieuken-rpg;javafx.scene.layout.BorderPane#;javafx.scene.layout.BorderPane#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
844;Dieuken-rpg;javafx.scene.layout.BorderPane#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
845;Dieuken-rpg;javafx.scene.layout.BorderPane#;javafx.scene.layout.BorderPane#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
846;Dieuken-rpg;javafx.event.EventHandler#;javafx.scene.layout.BorderPane#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
847;Dieuken-rpg;javafx.event.EventHandler#;javafx.scene.layout.BorderPane#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
848;Dieuken-rpg;javafx.event.EventHandler#;javafx.scene.layout.BorderPane#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
849;Dieuken-rpg;javafx.event.EventHandler#;javafx.scene.layout.BorderPane#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
850;Dieuken-rpg;javafx.event.EventHandler#;javafx.scene.layout.BorderPane#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
851;Dieuken-rpg;javafx.event.EventHandler#;javafx.scene.layout.BorderPane#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
852;Dieuken-rpg;javafx.application.Application#;javafx.scene.layout.BorderPane#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
853;Dieuken-rpg;javafx.scene.layout.BorderPane#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
854;Dieuken-rpg;javafx.scene.layout.BorderPane#;javafx.scene.layout.BorderPane#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
855;digrach-FX_ParticleManager;javafx.application.Application#;javafx.stage.Stage#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
856;digrach-FX_ParticleManager;javafx.application.Application#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
857;digrach-FX_ParticleManager;javafx.stage.Stage#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
858;digrach-FX_ParticleManager;javafx.event.EventHandler#;javafx.stage.Stage#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
859;digrach-FX_ParticleManager;javafx.event.EventHandler#;javafx.stage.Stage#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
860;sipadan2003-JFXTreeView201312;javafx.scene.control.TreeCell#;javafx.scene.layout.GridPane#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-FIELD_DECLARATION-
861;sipadan2003-JFXTreeView201312;javafx.scene.layout.GridPane#;javafx.scene.control.TreeCell#;CLIENT_METHOD_DECLARATION-METHOD_CALL-FIELD_DECLARATION-
862;sipadan2003-JFXTreeView201312;javafx.scene.layout.GridPane#;javafx.beans.value.ChangeListener#;CLIENT_METHOD_DECLARATION-INSTANTIATION-FIELD_DECLARATION-
863;sipadan2003-JFXTreeView201312;javafx.event.EventHandler#;javafx.scene.control.TreeCell#;OVERRIDING_METHOD_DECLARATION-METHOD_CALL-
864;sipadan2003-JFXTreeView201312;javafx.util.Callback#;javafx.scene.control.TreeCell#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
865;DOOOOOM-jmpd-shared;javafx.application.Application#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
866;DOOOOOM-jmpd-shared;javafx.fxml.Initializable#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
867;DOOOOOM-jmpd-shared;javafx.fxml.Initializable#;javafx.beans.value.ChangeListener#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
868;cmd802-projectmain;javafx.scene.layout.Pane#;javafx.scene.layout.Pane#;FIELD_DECLARATION-
869;cmd802-projectmain;javafx.beans.value.ChangeListener#;javafx.scene.layout.Pane#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
870;cmd802-projectmain;javafx.scene.layout.Pane#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-
871;cmd802-projectmain;javafx.scene.layout.Pane#;javafx.scene.layout.Pane#;FIELD_DECLARATION-
872;cmd802-projectmain;javafx.scene.layout.Pane#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-
873;cmd802-projectmain;javafx.beans.value.ChangeListener#;javafx.scene.layout.Pane#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
874;cmd802-projectmain;javafx.beans.value.ChangeListener#;javafx.scene.layout.Pane#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
875;cmd802-projectmain;javafx.application.Application#;javafx.beans.value.ChangeListener#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
876;cmd802-projectmain;javafx.application.Application#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
877;cmd802-projectmain;javafx.application.Application#;javafx.scene.layout.Pane#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
878;cmd802-projectmain;javafx.application.Application#;javafx.scene.layout.Pane#;CLIENT_METHOD_DECLARATION-INSTANTIATION-FIELD_DECLARATION-
879;AndreasLehmann-SecureNote;javafx.fxml.Initializable#;javafx.beans.value.ChangeListener#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
880;AndreasLehmann-SecureNote;javafx.fxml.Initializable#;javafx.util.Callback#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
881;AndreasLehmann-SecureNote;javafx.beans.value.ChangeListener#;javafx.fxml.Initializable#;FIELD_DECLARATION-
882;AndreasLehmann-SecureNote;javafx.util.Callback#;javafx.util.StringConverter#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
883;jeyoon-Snake;javafx.scene.layout.StackPane#;javafx.scene.layout.GridPane#;FIELD_DECLARATION-
884;jeyoon-Snake;javafx.animation.AnimationTimer#;javafx.scene.image.ImageView#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
885;jeyoon-Snake;javafx.application.Application#;javafx.scene.layout.StackPane#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
886;jeyoon-Snake;javafx.application.Application#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
887;JeremieAstray-studentScoreAnalysis;javafx.util.Callback#;javafx.scene.control.TableCell#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
888;JeremieAstray-studentScoreAnalysis;javafx.fxml.Initializable#;javafx.scene.layout.Region#;FIELD_DECLARATION-
889;JeremieAstray-studentScoreAnalysis;javafx.fxml.Initializable#;javafx.util.Callback#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
890;JeremieAstray-studentScoreAnalysis;javafx.fxml.Initializable#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
891;JeremieAstray-studentScoreAnalysis;javafx.fxml.Initializable#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
892;JeremieAstray-studentScoreAnalysis;javafx.fxml.Initializable#;javafx.scene.control.TableCell#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
893;JeremieAstray-studentScoreAnalysis;javafx.event.EventHandler#;javafx.scene.control.TableCell#;OVERRIDING_METHOD_DECLARATION-METHOD_CALL-
894;JeremieAstray-studentScoreAnalysis;javafx.scene.control.TableCell#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
895;santi-gonzalez-javafx-tutos;javafx.fxml.Initializable#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
896;santi-gonzalez-javafx-tutos;javafx.application.Application#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
897;santi-gonzalez-javafx-tutos;javafx.application.Application#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
898;NukeName-MazeFramework;javafx.application.Application#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
899;NukeName-MazeFramework;javafx.application.Application#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
900;NukeName-MazeFramework;javafx.application.Application#;javafx.concurrent.Task#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
901;diogocs1-FPessoais;javafx.fxml.Initializable#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
902;diogocs1-FPessoais;javafx.fxml.Initializable#;javafx.application.Application#;CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-FIELD_DECLARATION-
903;diogocs1-FPessoais;javafx.fxml.Initializable#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
904;diogocs1-FPessoais;javafx.fxml.Initializable#;javafx.application.Application#;CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-CLIENT_METHOD_DECLARATION-RETURN_TYPE-FIELD_DECLARATION-
905;diogocs1-FPessoais;javafx.fxml.Initializable#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
906;diogocs1-FPessoais;javafx.fxml.Initializable#;javafx.application.Application#;CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-CLIENT_METHOD_DECLARATION-RETURN_TYPE-FIELD_DECLARATION-
907;diogocs1-FPessoais;javafx.fxml.Initializable#;javafx.event.EventHandler#;OVERRIDING_METHOD_DECLARATION-INSTANTIATION-
908;diogocs1-FPessoais;javafx.fxml.Initializable#;javafx.application.Application#;CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-CLIENT_METHOD_DECLARATION-RETURN_TYPE-FIELD_DECLARATION-
909;diogocs1-FPessoais;javafx.application.Application#;javafx.fxml.Initializable#;CLIENT_METHOD_DECLARATION-RETURN_TYPE-FIELD_DECLARATION-
910;Maxxa-MT-common;javafx.application.Application#;javafx.scene.Parent#;FIELD_DECLARATION-
911;Maxxa-MT-common;javafx.application.Application#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
912;Maxxa-MT-common;javafx.application.Application#;javafx.scene.Parent#;CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-
913;Maxxa-MT-common;javafx.application.Application#;javafx.scene.Parent#;CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-CLIENT_METHOD_DECLARATION-INSTANTIATION-
914;Maxxa-MT-common;javafx.scene.Parent#;javafx.scene.Parent#;CLIENT_METHOD_DECLARATION-RETURN_TYPE-CLIENT_METHOD_DECLARATION-PARAMETER_DECLARATION-
915;Maxxa-MT-common;javafx.scene.Parent#;javafx.scene.Parent#;CLIENT_METHOD_DECLARATION-RETURN_TYPE-
916;Maxxa-MT-common;javafx.stage.Stage#;javafx.event.EventHandler#;CLIENT_METHOD_DECLARATION-INSTANTIATION-
